<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
11/13/2015,CLPI,640,645,640,645,400
11/12/2015,CLPI,645,650,645,645,3200
11/11/2015,CLPI,635,645,635,645,6200
11/10/2015,CLPI,635,635,635,635,155300
11/9/2015,CLPI,630,640,625,635,8100
11/13/2015,CMNP,1610,1665,1605,1665,4200
11/12/2015,CMNP,1710,1710,1710,1710,0
11/11/2015,CMNP,1710,1710,1710,1710,1000
11/10/2015,CMNP,1710,1710,1710,1710,0
11/9/2015,CMNP,1695,1710,1695,1710,1200
11/13/2015,CMPP,124,124,124,124,0
11/12/2015,CMPP,124,124,124,124,100
11/11/2015,CMPP,116,116,116,116,0
11/10/2015,CMPP,116,116,116,116,0
11/9/2015,CMPP,116,116,116,116,0
11/13/2015,CNKO,50,50,50,50,6100
11/12/2015,CNKO,50,50,50,50,53400
11/11/2015,CNKO,50,50,50,50,1000
11/10/2015,CNKO,50,50,50,50,60000
11/9/2015,CNKO,50,50,50,50,100
11/13/2015,COWL,595,600,595,600,1135100
11/12/2015,COWL,600,600,600,600,1089700
11/11/2015,COWL,600,600,600,600,1095700
11/10/2015,COWL,595,600,595,600,1077400
11/9/2015,COWL,605,605,600,600,1118400
11/13/2015,CPGT,50,50,50,50,1000
11/12/2015,CPGT,50,50,50,50,7200
11/11/2015,CPGT,50,50,50,50,600
11/10/2015,CPGT,50,50,50,50,1000
11/9/2015,CPGT,50,50,50,50,1000
11/13/2015,CPIN,2650,2790,2635,2725,6257400
11/12/2015,CPIN,2700,2745,2680,2705,5054700
11/11/2015,CPIN,2455,2735,2410,2675,8317800
11/10/2015,CPIN,2610,2615,2450,2450,4697400
11/9/2015,CPIN,2650,2650,2600,2630,2209400
11/13/2015,CPRO,50,50,50,50,0
11/12/2015,CPRO,50,50,50,50,500
11/11/2015,CPRO,50,50,50,50,8100
11/10/2015,CPRO,50,50,50,50,400
11/9/2015,CPRO,50,50,50,50,800
11/13/2015,CSAP,364,368,364,368,10374600
11/12/2015,CSAP,360,369,360,367,10060300
11/11/2015,CSAP,351,363,351,360,10438600
11/10/2015,CSAP,332,351,332,351,7346800
11/9/2015,CSAP,357,357,340,340,6798200
11/13/2015,CTBN,5225,5225,5225,5225,0
11/12/2015,CTBN,5225,5225,5225,5225,0
11/11/2015,CTBN,5225,5225,5225,5225,0
11/10/2015,CTBN,5225,5225,5225,5225,0
11/9/2015,CTBN,5225,5225,5225,5225,0
11/13/2015,CTRA,1290,1365,1285,1300,12470300
11/12/2015,CTRA,1270,1330,1265,1325,13131400
11/11/2015,CTRA,1245,1300,1215,1250,11185500
11/10/2015,CTRA,1170,1290,1145,1245,15075200
11/9/2015,CTRA,1295,1295,1160,1190,24339600
11/13/2015,CTRP,498,505,487,495,8430900
11/12/2015,CTRP,505,515,495,505,7701100
11/11/2015,CTRP,505,515,488,500,6268700
11/10/2015,CTRP,510,535,500,505,12150900
11/9/2015,CTRP,540,545,505,515,5503600
11/13/2015,CTRS,2450,2480,2360,2405,186200
11/12/2015,CTRS,2400,2485,2400,2485,574800
11/11/2015,CTRS,2420,2420,2330,2335,268600
11/10/2015,CTRS,2500,2500,2410,2460,193600
11/9/2015,CTRS,2525,2550,2465,2500,242000
11/13/2015,CTTH,55,55,54,54,20100
11/12/2015,CTTH,59,59,54,54,200
11/11/2015,CTTH,55,55,53,54,7000
11/10/2015,CTTH,59,59,52,54,48200
11/9/2015,CTTH,54,54,54,54,51000
11/13/2015,DART,530,530,530,530,100
11/12/2015,DART,530,530,530,530,200
11/11/2015,DART,545,545,493,493,4700
11/10/2015,DART,545,545,545,545,100
11/9/2015,DART,477,477,477,477,11700
11/13/2015,DEFI,1405,1405,1405,1405,0
11/12/2015,DEFI,1405,1405,1405,1405,0
11/11/2015,DEFI,1405,1405,1405,1405,0
11/10/2015,DEFI,1405,1405,1405,1405,0
11/9/2015,DEFI,1405,1405,1405,1405,0
11/13/2015,DEWA,50,50,50,50,0
11/12/2015,DEWA,50,50,50,50,0
11/11/2015,DEWA,50,50,50,50,0
11/10/2015,DEWA,50,50,50,50,0
11/9/2015,DEWA,50,50,50,50,10000
11/13/2015,DGIK,81,81,78,79,770000
11/12/2015,DGIK,78,83,78,82,3525000
11/11/2015,DGIK,72,81,72,78,3229500
11/10/2015,DGIK,74,78,73,73,465300
11/9/2015,DGIK,77,77,74,76,455500
11/13/2015,DILD,497,505,495,499,27528800
11/12/2015,DILD,500,505,497,499,29963100
11/11/2015,DILD,497,499,492,499,20617500
11/10/2015,DILD,495,505,492,497,15587400
11/9/2015,DILD,510,510,497,499,11244700
11/13/2015,DKFT,397,397,397,397,0
11/12/2015,DKFT,397,397,397,397,0
11/11/2015,DKFT,397,397,397,397,0
11/10/2015,DKFT,397,397,397,397,0
11/9/2015,DKFT,397,397,397,397,0
11/13/2015,DNET,1125,1140,1125,1140,50100
11/12/2015,DNET,1120,1140,1120,1140,89800
11/11/2015,DNET,1140,1140,1120,1140,100600
11/10/2015,DNET,1140,1140,1140,1140,50100
11/9/2015,DNET,1130,1140,1130,1140,50500
11/13/2015,DOID,65,65,63,64,3257300
11/12/2015,DOID,66,66,64,66,4698600
11/11/2015,DOID,67,68,65,66,3326000
11/10/2015,DOID,66,67,65,67,1364900
11/9/2015,DOID,68,68,66,66,3238300
11/13/2015,DPNS,405,405,405,405,0
11/12/2015,DPNS,405,405,405,405,0
11/11/2015,DPNS,405,405,405,405,0
11/10/2015,DPNS,405,405,405,405,0
11/9/2015,DPNS,405,405,405,405,0
11/13/2015,DSFI,120,124,117,120,4935000
11/12/2015,DSFI,125,127,119,120,8742500
11/11/2015,DSFI,132,133,124,125,10677100
11/10/2015,DSFI,134,135,129,130,10939900
11/9/2015,DSFI,133,135,129,131,7778000
11/13/2015,DSNG,610,625,605,615,1139300
11/12/2015,DSNG,630,630,605,605,492200
11/11/2015,DSNG,615,630,600,620,739800
11/10/2015,DSNG,650,650,610,610,756500
11/9/2015,DSNG,610,630,610,630,1336700
11/13/2015,DSSA,12100,12100,12100,12100,0
11/12/2015,DSSA,12100,12100,12100,12100,0
11/11/2015,DSSA,12100,12100,12100,12100,0
11/10/2015,DSSA,12100,12100,12100,12100,0
11/9/2015,DSSA,12100,12100,12100,12100,0
11/13/2015,DUTI,6500,6500,6500,6500,0
11/12/2015,DUTI,6500,6500,6500,6500,0
11/11/2015,DUTI,6500,6500,6500,6500,0
11/10/2015,DUTI,6500,6500,6500,6500,0
11/9/2015,DUTI,6500,6500,6500,6500,100
11/13/2015,DVLA,1425,1425,1425,1425,0
11/12/2015,DVLA,1445,1445,1425,1425,22200
11/11/2015,DVLA,1425,1425,1425,1425,1000
11/10/2015,DVLA,1425,1425,1425,1425,0
11/9/2015,DVLA,1425,1425,1425,1425,0
11/13/2015,DYAN,64,65,62,64,1423300
11/12/2015,DYAN,66,67,64,65,6783200
11/11/2015,DYAN,64,68,64,64,1107000
11/10/2015,DYAN,65,65,64,65,1172300
11/9/2015,DYAN,65,66,65,65,882600
11/13/2015,ECII,745,820,745,745,320000
11/12/2015,ECII,825,900,825,825,265000
11/11/2015,ECII,920,920,915,915,6400
11/10/2015,ECII,920,1015,920,1015,1200
11/9/2015,ECII,1020,1020,1020,1020,0
11/13/2015,EKAD,409,411,409,411,54800
11/12/2015,EKAD,405,410,405,410,102200
11/11/2015,EKAD,400,412,400,412,100800
11/10/2015,EKAD,409,413,405,405,22700
11/9/2015,EKAD,411,412,400,409,172600
11/13/2015,ELSA,308,308,303,305,10689900
11/12/2015,ELSA,305,317,305,311,14332000
11/11/2015,ELSA,328,328,301,305,48178900
11/10/2015,ELSA,339,344,327,327,51993700
11/9/2015,ELSA,355,356,340,340,27925100
11/13/2015,ELTY,50,50,50,50,50300
11/12/2015,ELTY,50,50,50,50,1000
11/11/2015,ELTY,50,50,50,50,0
11/10/2015,ELTY,50,50,50,50,0
11/9/2015,ELTY,50,50,50,50,1000
11/13/2015,EMDE,145,145,133,142,280900
11/12/2015,EMDE,159,159,145,145,370300
11/11/2015,EMDE,161,161,159,159,65000
11/10/2015,EMDE,169,169,160,165,76300
11/9/2015,EMDE,169,169,161,164,40600
11/13/2015,EMTK,10200,10200,10200,10200,1200
11/12/2015,EMTK,9975,9975,9975,9975,0
11/11/2015,EMTK,9975,9975,9975,9975,0
11/10/2015,EMTK,9975,9975,9975,9975,0
11/9/2015,EMTK,9975,9975,9975,9975,100
11/13/2015,ENRG,50,50,50,50,608200
11/12/2015,ENRG,50,50,50,50,6625600
11/11/2015,ENRG,50,50,50,50,32400
11/10/2015,ENRG,50,50,50,50,5300
11/9/2015,ENRG,50,50,50,50,457000
11/13/2015,EPMT,2055,2055,2055,2055,0
11/12/2015,EPMT,2055,2055,2055,2055,0
11/11/2015,EPMT,2055,2055,2055,2055,0
11/10/2015,EPMT,2055,2055,2055,2055,0
11/9/2015,EPMT,2055,2055,2055,2055,0
11/13/2015,ERAA,570,605,560,585,7403700
11/12/2015,ERAA,570,580,550,575,13856700
11/11/2015,ERAA,595,595,565,570,4601700
11/10/2015,ERAA,590,595,580,585,7180900
11/9/2015,ERAA,605,615,590,595,7037800
11/13/2015,ERTX,750,840,750,800,4700
11/12/2015,ERTX,830,830,830,830,0
11/11/2015,ERTX,830,830,830,830,1200
11/10/2015,ERTX,885,885,885,885,0
11/9/2015,ERTX,830,885,830,885,3700
11/13/2015,ESSA,1930,1930,1930,1930,0
11/12/2015,ESSA,1930,1930,1930,1930,0
11/11/2015,ESSA,1930,1930,1930,1930,500
11/10/2015,ESSA,1900,1900,1900,1900,0
11/9/2015,ESSA,1900,1900,1900,1900,0
11/13/2015,ESTI,190,190,190,190,0
11/12/2015,ESTI,190,190,190,190,0
11/11/2015,ESTI,190,190,190,190,0
11/10/2015,ESTI,190,190,190,190,0
11/9/2015,ESTI,190,190,190,190,0
11/13/2015,ETWA,72,72,69,70,132800
11/12/2015,ETWA,74,74,74,74,8400
11/11/2015,ETWA,74,74,74,74,0
11/10/2015,ETWA,74,74,74,74,5000
11/9/2015,ETWA,73,73,73,73,0
11/13/2015,EXCL,3430,3450,3350,3350,2566400
11/12/2015,EXCL,3225,3740,3225,3500,3767700
11/11/2015,EXCL,3150,3220,3025,3150,2221600
11/10/2015,EXCL,3035,3245,2975,3145,3099200
11/9/2015,EXCL,3100,3110,2980,3035,2649900
11/13/2015,FAST,1110,1110,1110,1110,0
11/12/2015,FAST,1170,1170,1110,1110,3100
11/11/2015,FAST,1170,1170,1170,1170,100
11/10/2015,FAST,1120,1200,1120,1200,200
11/9/2015,FAST,1200,1200,1200,1200,100
11/13/2015,FASW,1255,1255,1250,1250,190300
11/12/2015,FASW,1225,1250,1220,1250,417900
11/11/2015,FASW,1200,1225,1200,1220,388800
11/10/2015,FASW,1125,1200,1125,1200,777100
11/9/2015,FASW,1130,1130,1125,1130,245200
11/13/2015,FISH,1600,1600,1600,1600,0
11/12/2015,FISH,1600,1600,1600,1600,0
11/11/2015,FISH,1600,1600,1600,1600,0
11/10/2015,FISH,1600,1600,1600,1600,0
11/9/2015,FISH,1600,1600,1600,1600,0
11/13/2015,FMII,395,400,395,400,850000
11/12/2015,FMII,390,395,390,395,1040000
11/11/2015,FMII,389,389,389,389,0
11/10/2015,FMII,389,389,389,389,0
11/9/2015,FMII,389,389,389,389,0
11/13/2015,FORU,650,680,650,670,13200
11/12/2015,FORU,690,690,690,690,100
11/11/2015,FORU,620,700,615,700,90900
11/10/2015,FORU,705,720,630,665,41200
11/9/2015,FORU,650,660,630,660,70100
11/13/2015,FPNI,89,89,89,89,0
11/12/2015,FPNI,89,89,89,89,0
11/11/2015,FPNI,89,89,89,89,0
11/10/2015,FPNI,89,89,89,89,1500
11/9/2015,FPNI,89,89,89,89,0
11/13/2015,FREN,50,50,50,50,500
11/12/2015,FREN,50,50,50,50,18400
11/11/2015,FREN,50,50,50,50,26300
11/10/2015,FREN,50,50,50,50,4900
11/9/2015,FREN,50,50,50,50,330300
11/13/2015,GAMA,50,50,50,50,10000
11/12/2015,GAMA,50,50,50,50,0
11/11/2015,GAMA,50,50,50,50,1000
11/10/2015,GAMA,50,50,50,50,51300
11/9/2015,GAMA,50,50,50,50,11500
11/13/2015,GDST,58,59,57,57,37800
11/12/2015,GDST,58,59,57,58,649000
11/11/2015,GDST,57,60,57,58,642500
11/10/2015,GDST,58,59,57,57,172500
11/9/2015,GDST,60,60,57,58,686900
11/13/2015,GDYR,2155,2155,2155,2155,100
11/12/2015,GDYR,1800,2000,1800,2000,6000
11/11/2015,GDYR,1750,1800,1750,1800,6000
11/10/2015,GDYR,1645,1650,1645,1650,1600
11/9/2015,GDYR,1630,1630,1630,1630,500
11/13/2015,GEMA,308,308,308,308,100
11/12/2015,GEMA,308,308,308,308,15800
11/11/2015,GEMA,308,308,308,308,2100
11/10/2015,GEMA,303,308,300,308,38800
11/9/2015,GEMA,309,309,309,309,36000
11/13/2015,GEMS,1500,1500,1500,1500,0
11/12/2015,GEMS,1500,1500,1500,1500,0
11/11/2015,GEMS,1500,1500,1500,1500,0
11/10/2015,GEMS,1500,1500,1500,1500,0
11/9/2015,GEMS,1500,1500,1500,1500,0
11/13/2015,GGRM,48500,49400,47500,47500,670200
11/12/2015,GGRM,47700,49250,47575,49000,1511000
11/11/2015,GGRM,46500,48400,46250,47000,1507500
11/10/2015,GGRM,47225,47500,46400,46400,1023600
11/9/2015,GGRM,48225,48225,46800,47475,1142700
11/13/2015,GIAA,304,307,301,303,12861300
11/12/2015,GIAA,307,310,305,306,15177000
11/11/2015,GIAA,307,309,304,305,10703000
11/10/2015,GIAA,305,313,302,306,14901700
11/9/2015,GIAA,318,319,305,308,25856300
11/13/2015,GJTL,575,585,575,575,649500
11/12/2015,GJTL,575,590,575,590,413800
11/11/2015,GJTL,585,585,570,575,762900
11/10/2015,GJTL,590,600,575,585,899100
11/9/2015,GJTL,600,605,580,590,301300
11/13/2015,GLOB,670,670,670,670,0
11/12/2015,GLOB,670,670,670,670,2000
11/11/2015,GLOB,695,695,695,695,0
11/10/2015,GLOB,695,725,695,695,4900
11/9/2015,GLOB,725,745,700,745,6700
11/13/2015,GMTD,7500,7500,7500,7500,0
11/12/2015,GMTD,7500,7500,7500,7500,0
11/11/2015,GMTD,7500,7500,7500,7500,100
11/10/2015,GMTD,7125,7125,7100,7100,7900
11/9/2015,GMTD,7475,7475,7475,7475,100
11/13/2015,GOLD,265,265,265,265,0
11/12/2015,GOLD,265,265,265,265,0
11/11/2015,GOLD,265,265,265,265,0
11/10/2015,GOLD,265,265,265,265,10000
11/9/2015,GOLD,265,265,265,265,0
11/13/2015,GPRA,219,222,199,200,42200
11/12/2015,GPRA,220,220,220,220,2500
11/11/2015,GPRA,219,219,219,219,500
11/10/2015,GPRA,223,223,223,223,0
11/9/2015,GPRA,223,223,223,223,600
11/13/2015,GREN,140,142,140,142,405000
11/12/2015,GREN,141,142,141,142,527900
11/11/2015,GREN,142,142,141,141,498700
11/10/2015,GREN,142,142,140,142,463100
11/9/2015,GREN,142,144,141,142,392100
11/13/2015,GSMF,120,120,108,119,5700
11/12/2015,GSMF,102,120,102,119,988500
11/11/2015,GSMF,101,103,101,102,190100
11/10/2015,GSMF,101,101,101,101,330400
11/9/2015,GSMF,99,99,99,99,100
11/13/2015,GTBO,260,260,260,260,0
11/12/2015,GTBO,260,260,260,260,0
11/11/2015,GTBO,260,260,260,260,0
11/10/2015,GTBO,260,260,260,260,0
11/9/2015,GTBO,260,260,260,260,0
11/13/2015,GWSA,110,110,96,96,94200
11/12/2015,GWSA,110,110,106,106,2400
11/11/2015,GWSA,95,117,95,117,50600
11/10/2015,GWSA,93,93,93,93,0
11/9/2015,GWSA,92,95,92,93,1500
11/13/2015,GZCO,80,83,80,80,12500
11/12/2015,GZCO,82,82,80,82,1588900
11/11/2015,GZCO,80,83,80,81,1210600
11/10/2015,GZCO,83,84,80,82,101200
11/9/2015,GZCO,83,83,80,83,294200
11/13/2015,HADE,50,50,50,50,1100
11/12/2015,HADE,50,50,50,50,0
11/11/2015,HADE,50,50,50,50,10000
11/10/2015,HADE,51,51,51,51,0
11/9/2015,HADE,51,51,51,51,0
11/13/2015,HDFA,219,219,219,219,0
11/12/2015,HDFA,219,219,219,219,0
11/11/2015,HDFA,219,219,219,219,0
11/10/2015,HDFA,219,219,219,219,0
11/9/2015,HDFA,219,219,219,219,0
11/13/2015,HDTX,940,950,940,950,390000
11/12/2015,HDTX,950,950,950,950,0
11/11/2015,HDTX,950,950,950,950,0
11/10/2015,HDTX,950,950,950,950,0
11/9/2015,HDTX,950,950,950,950,0
11/13/2015,HERO,1260,1260,1250,1250,400
11/12/2015,HERO,1305,1305,1300,1300,8400
11/11/2015,HERO,1400,1400,1305,1305,400
11/10/2015,HERO,1350,1350,1350,1350,2000
11/9/2015,HERO,1400,1400,1400,1400,4000
11/13/2015,HEXA,1700,1700,1700,1700,0
11/12/2015,HEXA,1700,1800,1700,1700,292100
11/11/2015,HEXA,1705,1705,1700,1700,2100
11/10/2015,HEXA,1730,1750,1720,1750,4100
11/9/2015,HEXA,1750,1750,1750,1750,1500
11/13/2015,HITS,725,725,725,725,0
11/12/2015,HITS,725,725,720,725,2700
11/11/2015,HITS,720,720,720,720,2800
11/10/2015,HITS,730,730,725,725,1400
11/9/2015,HITS,720,745,720,735,12100
11/13/2015,HMSP,95000,98025,93375,98025,702800
11/12/2015,HMSP,98000,98000,94000,94675,1165200
11/11/2015,HMSP,100300,100500,97000,97900,1272800
11/10/2015,HMSP,98000,100675,98000,100575,22532300
11/9/2015,HMSP,95300,98300,95300,97775,1974300
11/13/2015,HOME,200,202,200,202,300000
11/12/2015,HOME,203,203,203,203,0
11/11/2015,HOME,203,203,203,203,0
11/10/2015,HOME,200,204,200,203,13340000
11/9/2015,HOME,200,203,200,203,400000
11/13/2015,HOTL,133,136,125,136,1006800
11/12/2015,HOTL,134,138,134,138,419800
11/11/2015,HOTL,136,136,133,136,416100
11/10/2015,HOTL,133,134,125,129,926600
11/9/2015,HOTL,140,140,133,133,409700
11/13/2015,HRUM,750,795,750,790,442000
11/12/2015,HRUM,800,800,790,790,50700
11/11/2015,HRUM,795,815,790,795,415400
11/10/2015,HRUM,815,815,800,805,326300
11/9/2015,HRUM,825,835,810,815,549000
11/13/2015,IATA,50,50,50,50,200
11/12/2015,IATA,50,50,50,50,0
11/11/2015,IATA,50,50,50,50,10000
11/10/2015,IATA,50,50,50,50,300300
11/9/2015,IATA,50,50,50,50,10700
11/13/2015,IBST,2100,2100,2100,2100,0
11/12/2015,IBST,2100,2100,2100,2100,0
11/11/2015,IBST,2100,2100,2100,2100,0
11/10/2015,IBST,2100,2100,2100,2100,0
11/9/2015,IBST,2100,2100,2100,2100,0
11/13/2015,ICBP,12325,12475,12150,12400,2577500
11/12/2015,ICBP,12500,12750,12500,12500,2171900
11/11/2015,ICBP,12525,12625,12500,12525,1957000
11/10/2015,ICBP,12750,12800,12525,12525,3362600
11/9/2015,ICBP,12950,12950,12800,12900,2912900
11/13/2015,ICON,479,479,479,479,0
11/12/2015,ICON,479,479,479,479,0
11/11/2015,ICON,479,479,479,479,0
11/10/2015,ICON,479,479,479,479,0
11/9/2015,ICON,479,479,479,479,0
11/13/2015,IGAR,277,277,267,267,10200
11/12/2015,IGAR,270,270,268,268,1500
11/11/2015,IGAR,277,277,277,277,200
11/10/2015,IGAR,271,271,268,270,56800
11/9/2015,IGAR,274,274,274,274,200
11/13/2015,IIKP,890,890,890,890,0
11/12/2015,IIKP,810,890,810,890,19100
11/11/2015,IIKP,900,900,900,900,4200
11/10/2015,IIKP,900,900,900,900,0
11/9/2015,IIKP,900,900,900,900,500
11/13/2015,IKAI,113,113,113,113,0
11/12/2015,IKAI,113,113,113,113,0
11/11/2015,IKAI,113,113,113,113,39100
11/10/2015,IKAI,112,112,103,112,79300
11/9/2015,IKAI,114,114,114,114,100
11/13/2015,IKBI,1040,1040,1040,1040,0
11/12/2015,IKBI,1040,1040,1040,1040,0
11/11/2015,IKBI,1040,1040,1040,1040,0
11/10/2015,IKBI,1040,1040,1040,1040,0
11/9/2015,IKBI,1040,1040,1040,1040,200
11/13/2015,IMAS,2750,2750,2650,2650,1600
11/12/2015,IMAS,2740,2750,2740,2750,1500
11/11/2015,IMAS,2745,2745,2745,2745,100
11/10/2015,IMAS,2750,2750,2750,2750,0
11/9/2015,IMAS,2750,2750,2750,2750,100
11/13/2015,INAF,178,180,169,177,8997400
11/12/2015,INAF,182,201,173,178,49057200
11/11/2015,INAF,163,187,160,180,38417400
11/10/2015,INAF,155,165,152,160,14821200
11/9/2015,INAF,155,160,148,155,11240500
11/13/2015,INAI,362,362,362,362,0
11/12/2015,INAI,362,362,362,362,5000
11/11/2015,INAI,365,365,362,362,37000
11/10/2015,INAI,362,363,362,363,20600
11/9/2015,INAI,364,379,362,379,49500
11/13/2015,INCI,285,285,285,285,1000
11/12/2015,INCI,290,290,290,290,0
11/11/2015,INCI,295,295,290,290,60300
11/10/2015,INCI,294,300,294,300,5600
11/9/2015,INCI,300,302,294,294,139700
11/13/2015,INCO,2000,2000,1835,1865,10497400
11/12/2015,INCO,2075,2095,2010,2015,4890900
11/11/2015,INCO,2145,2150,2075,2085,2161900
11/10/2015,INCO,2125,2175,2085,2135,2731800
11/9/2015,INCO,2250,2250,2140,2160,3938700
11/13/2015,INDF,5125,5250,5075,5175,5840300
11/12/2015,INDF,5175,5300,5175,5175,9933300
11/11/2015,INDF,5375,5375,5150,5250,7191000
11/10/2015,INDF,5500,5625,5375,5375,11669600
11/9/2015,INDF,5750,5800,5550,5550,6986000
11/13/2015,INDR,740,740,740,740,0
11/12/2015,INDR,785,785,740,740,300
11/11/2015,INDR,700,785,700,785,5700
11/10/2015,INDR,830,855,745,775,637400
11/9/2015,INDR,825,825,825,825,0
11/13/2015,INDS,358,358,331,340,245300
11/12/2015,INDS,357,359,349,349,137400
11/11/2015,INDS,352,358,349,349,145000
11/10/2015,INDS,355,365,350,353,26100
11/9/2015,INDS,372,373,353,357,281300
11/13/2015,INDX,128,133,128,131,80900
11/12/2015,INDX,141,150,125,128,722400
11/11/2015,INDX,143,153,128,135,1104600
11/10/2015,INDX,135,150,134,138,697400
11/9/2015,INDX,165,179,147,147,630600
11/13/2015,INDY,165,165,155,156,4300300
11/12/2015,INDY,168,170,166,167,634300
11/11/2015,INDY,170,176,167,167,2422500
11/10/2015,INDY,168,173,166,170,3478400
11/9/2015,INDY,174,174,166,168,1503200
11/13/2015,INKP,950,960,935,960,632900
11/12/2015,INKP,960,960,945,950,333000
11/11/2015,INKP,930,965,925,940,1541900
11/10/2015,INKP,990,990,935,945,1475300
11/9/2015,INKP,1000,1000,955,960,719000
11/13/2015,INPC,64,67,64,66,1605600
11/12/2015,INPC,64,65,64,64,120500
11/11/2015,INPC,65,65,63,64,175100
11/10/2015,INPC,65,65,65,65,100
11/9/2015,INPC,66,66,64,64,4200
11/13/2015,INPP,365,365,365,365,0
11/12/2015,INPP,365,365,365,365,0
11/11/2015,INPP,365,365,365,365,0
11/10/2015,INPP,365,365,365,365,0
11/9/2015,INPP,365,365,365,365,0
11/13/2015,INRU,280,280,280,280,0
11/12/2015,INRU,280,280,280,280,0
11/11/2015,INRU,280,280,280,280,0
11/10/2015,INRU,280,280,280,280,0
11/9/2015,INRU,280,280,280,280,0
11/13/2015,INTA,231,244,231,244,5100
11/12/2015,INTA,236,245,236,236,48200
11/11/2015,INTA,245,245,240,240,15000
11/10/2015,INTA,245,247,245,245,411500
11/9/2015,INTA,235,235,235,235,4700
11/13/2015,INTD,380,380,380,380,0
11/12/2015,INTD,380,380,380,380,0
11/11/2015,INTD,380,380,380,380,0
11/10/2015,INTD,380,380,380,380,0
11/9/2015,INTD,380,380,380,380,0
11/13/2015,INTP,18825,20100,18825,20000,2994400
11/12/2015,INTP,19500,19500,19025,19300,1317100
11/11/2015,INTP,18200,19350,18200,19350,3644300
11/10/2015,INTP,18200,19025,18100,18100,3294800
11/9/2015,INTP,19500,19750,18475,18475,2381200
11/13/2015,INVS,117,117,117,117,0
11/12/2015,INVS,117,117,117,117,0
11/11/2015,INVS,117,117,117,117,0
11/10/2015,INVS,117,117,117,117,0
11/9/2015,INVS,117,117,117,117,0
11/13/2015,IPOL,70,70,69,70,683700
11/12/2015,IPOL,71,71,70,70,115300
11/11/2015,IPOL,71,71,70,70,59500
11/10/2015,IPOL,72,72,69,70,402200
11/9/2015,IPOL,71,72,70,72,897700
11/13/2015,ISAT,4795,4825,4710,4825,332700
